,2_1 - Inside Sales - Sales Insight
Cadence_Platform__c.GUID__c,editable=true/readable=true
Cadence_Platform__c.Name__c,editable=true/readable=true
Cadence_Platform__c.Platform_Type__c,editable=false/readable=false
Cadence_Platform__c.Status__c,editable=true/readable=true
Cadence_Platform__c.isMigrated_Record__c,editable=true/readable=true
Campaign.ActualCost,editable=true/readable=true
Campaign.AmountAllOpportunities,editable=false/readable=true
Campaign.AmountWonOpportunities,editable=false/readable=true
Campaign.BudgetedCost,editable=true/readable=true
Campaign.Description,editable=true/readable=true
Campaign.EndDate,editable=true/readable=true
Campaign.ExpectedResponse,editable=true/readable=true
Campaign.ExpectedRevenue,editable=true/readable=true
Campaign.HierarchyActualCost,editable=false/readable=false
Campaign.HierarchyAmountAllOpportunities,editable=false/readable=false
Campaign.HierarchyAmountWonOpportunities,editable=false/readable=false
Campaign.HierarchyBudgetedCost,editable=false/readable=false
Campaign.HierarchyExpectedRevenue,editable=false/readable=false
Campaign.HierarchyNumberOfContacts,editable=false/readable=false
Campaign.HierarchyNumberOfConvertedLeads,editable=false/readable=false
Campaign.HierarchyNumberOfLeads,editable=false/readable=false
Campaign.HierarchyNumberOfOpportunities,editable=false/readable=false
Campaign.HierarchyNumberOfResponses,editable=false/readable=false
Campaign.HierarchyNumberOfWonOpportunities,editable=false/readable=false
Campaign.HierarchyNumberSent,editable=false/readable=false
Campaign.IsActive,editable=true/readable=true
Campaign.NumberOfContacts,editable=false/readable=true
Campaign.NumberOfConvertedLeads,editable=false/readable=true
Campaign.NumberOfLeads,editable=false/readable=true
Campaign.NumberOfOpportunities,editable=false/readable=true
Campaign.NumberOfResponses,editable=false/readable=true
Campaign.NumberOfWonOpportunities,editable=false/readable=true
Campaign.NumberSent,editable=true/readable=true
Campaign.ParentId,editable=true/readable=true
Campaign.StartDate,editable=true/readable=true
Campaign.Status,editable=true/readable=true
Campaign.Type,editable=true/readable=true
Case.AEContactFullName__c,editable=false/readable=true
Case.AE_Backup_Email__c,editable=false/readable=false
Case.AE_Backup__c,editable=false/readable=false
Case.AE_Contact_Email__c,editable=false/readable=true
Case.AE_Contact_Phone_Number__c,editable=false/readable=true
Case.AE_Contact__c,editable=true/readable=true
Case.AM_Scores__c,editable=false/readable=true
Case.AccountId,editable=false/readable=true
Case.Account_Name__c,editable=true/readable=true
Case.Account_Type__c,editable=true/readable=true
Case.Add_Manager__c,editable=true/readable=true
Case.Advanced_Support_All_Products__c,editable=true/readable=true
Case.Advanced_Support_CSC_Name__c,editable=true/readable=true
Case.Advanced_Support_CSC__c,editable=true/readable=true
Case.Advanced_Support_ChatterGroup__c,editable=true/readable=true
Case.Advanced_Support_Flag1__c,editable=true/readable=true
Case.Advanced_Support_Group_ID__c,editable=true/readable=true
Case.Advanced_Support_Group_Name__c,editable=true/readable=true
Case.Advanced_Support_Queue__c,editable=true/readable=true
Case.Alt_Case_Num_Transition__c,editable=false/readable=true
Case.Alt_Case_Num__c,editable=true/readable=true
Case.AppNote__c,editable=false/readable=false
Case.Article_CheckBox__c,editable=false/readable=false
Case.Article__c,editable=false/readable=false
Case.AssetId,editable=false/readable=false
Case.Assign_using_active_assignment_rules__c,editable=false/readable=false
Case.Assigned_Date__c,editable=false/readable=false
Case.Assignment_Made__c,editable=false/readable=false
Case.Assignment_Reason__c,editable=false/readable=false
Case.Assignment_Status__c,editable=false/readable=false
Case.Attach_Config_File_To_Installed_Product__c,editable=false/readable=false
Case.Auto_Close_Date__c,editable=true/readable=true
Case.Auto_Close_Days_From_Notification__c,editable=false/readable=true
Case.Auto_Close_Days_From_Wait_Cust__c,editable=false/readable=true
Case.Auto_Close_Days__c,editable=false/readable=true
Case.Auto_Close_Notification_Sent__c,editable=true/readable=true
Case.Auto_Close_Validation_Failed__c,editable=true/readable=true
Case.Auto_Close_Validation_Failure_Date__c,editable=true/readable=true
Case.Auto_Complete_Date__c,editable=true/readable=true
Case.Auto_Complete_Days_From_Notification__c,editable=false/readable=true
Case.Auto_Complete_Days__c,editable=false/readable=true
Case.Auto_Complete_Notification_Days__c,editable=false/readable=true
Case.Auto_Complete_Transition__c,editable=true/readable=true
Case.Auto_Notification_Date_DIP__c,editable=true/readable=true
Case.Auto_Notification_Date_TIP__c,editable=false/readable=false
Case.Auto_Notification_Date_VIP__c,editable=false/readable=false
Case.BU_Summary_Attribute__c,editable=true/readable=true
Case.Brief__c,editable=false/readable=false
Case.BusinessHoursId,editable=false/readable=false
Case.By_Pass_Validation__c,editable=false/readable=false
Case.CCR_All_State__c,editable=true/readable=true
Case.CCR_Id_For_Template__c,editable=false/readable=false
Case.CCR_SMAX__c,editable=false/readable=false
Case.CCR_State__c,editable=false/readable=false
Case.CCR__c,editable=false/readable=true
Case.CC_Emails__c,editable=false/readable=false
Case.CDN_Last_Modified_By__c,editable=false/readable=true
Case.CDN_Last_Modified_Date__c,editable=false/readable=true
Case.CDN_Last_Modified_Only_Date__c,editable=false/readable=true
Case.COS_Notify_CC_Emails__c,editable=true/readable=true
Case.COS_Visibility__c,editable=true/readable=true
Case.CaseMileStoneFired__c,editable=true/readable=true
Case.Case_Age__c,editable=false/readable=true
Case.Case_City__c,editable=false/readable=false
Case.Case_Color_DIP__c,editable=false/readable=true
Case.Case_Color_Default__c,editable=false/readable=true
Case.Case_Color_VIP__c,editable=false/readable=true
Case.Case_Country__c,editable=false/readable=false
Case.Case_Note_Update_Date__c,editable=true/readable=true
Case.Case_Resolution_Days__c,editable=false/readable=true
Case.Case_State__c,editable=false/readable=false
Case.Case_Street__c,editable=false/readable=false
Case.Case_Summary_2__c,editable=true/readable=true
Case.Case_Summary__c,editable=true/readable=true
Case.Case_Transfer_Date__c,editable=false/readable=false
Case.Case_Type__c,editable=true/readable=true
Case.Case_Zip__c,editable=false/readable=false
Case.Child_Case_Numbers__c,editable=true/readable=true
Case.Close_all_children__c,editable=true/readable=true
Case.ClosedDate,editable=false/readable=true
Case.ClosedOnCreate,editable=false/readable=false
Case.Closed_Class__c,editable=true/readable=true
Case.Completed_Date__c,editable=true/readable=true
Case.ContactFullName__c,editable=false/readable=true
Case.ContactId,editable=true/readable=true
Case.Contact_DBE_Flag_Formula__c,editable=false/readable=true
Case.Contact_DBE_Flag__c,editable=true/readable=true
Case.Contact_Email_ETB__c,editable=false/readable=true
Case.Contact_Email__c,editable=false/readable=true
Case.Contact_Employee_Flag__c,editable=false/readable=false
Case.Contact_FullName_ETB__c,editable=false/readable=true
Case.Contact_Geography__c,editable=false/readable=true
Case.Contact_Name__c,editable=true/readable=true
Case.Contact_Support_Level__c,editable=true/readable=true
Case.Create_Date_DO_NOT_USE__c,editable=false/readable=false
Case.Created_CST_Hours__c,editable=false/readable=true
Case.Created_Hours__c,editable=true/readable=true
Case.Customer_Priority__c,editable=false/readable=false
Case.Customer_Project_Transition__c,editable=false/readable=true
Case.Customer_Project__c,editable=false/readable=false
Case.Customer_emoticon__c,editable=false/readable=false
Case.Customer_emoticon_value__c,editable=false/readable=false
Case.DIP_Delivery_Package__c,editable=true/readable=true
Case.Databahn_Project_Expiry_Date__c,editable=false/readable=false
Case.Databahn_Project__c,editable=false/readable=false
Case.Delay_Assignment_Date__c,editable=false/readable=false
Case.Delay_Created_Date__c,editable=true/readable=true
Case.Delay_Notifier_Trigger_Time__c,editable=true/readable=true
Case.Delay_Notifier_Type__c,editable=false/readable=true
Case.Deleted_Attachments__c,editable=true/readable=true
Case.Description,editable=true/readable=true
Case.Description__c,editable=false/readable=false
Case.Detailed_Work_Performed__c,editable=false/readable=false
Case.Do_not_forward_attachment__c,editable=true/readable=true
Case.E2E__c,editable=false/readable=false
Case.Email_1__c,editable=false/readable=false
Case.Email_2__c,editable=false/readable=false
Case.Email_3__c,editable=false/readable=false
Case.Email_4__c,editable=false/readable=false
Case.Email_5__c,editable=false/readable=false
Case.Email_to_Child_Case_Info__c,editable=false/readable=false
Case.Enable_TB_Notifications__c,editable=true/readable=true
Case.EngineeringReqNumber__c,editable=false/readable=false
Case.Engineering_Owner__c,editable=true/readable=true
Case.Enterprise_Project_Name__c,editable=false/readable=false
Case.EntitlementId,editable=false/readable=false
Case.Entitlement_Status__c,editable=false/readable=false
Case.Escalation_Reason__c,editable=false/readable=true
Case.Expected_Arrival__c,editable=true/readable=true
Case.Expired_Closed_Case_Clone__c,editable=true/readable=true
Case.External_ID__c,editable=true/readable=true
Case.FAE__c,editable=false/readable=false
Case.FSR_Status__c,editable=true/readable=true
Case.Failure_Code_Second_Level__c,editable=true/readable=true
Case.Failure_Code_Third_Level__c,editable=true/readable=true
Case.Failure_Code__c,editable=true/readable=true
Case.First_Contact__c,editable=true/readable=true
Case.GS_Owner_Name__c,editable=true/readable=true
Case.HFE_Resolution__c,editable=true/readable=true
Case.Hidden_Owner__c,editable=false/readable=false
Case.Historical_Last_Modified_By__c,editable=false/readable=true
Case.Historical_Last_Modified_Date__c,editable=false/readable=true
Case.Host_Name__c,editable=false/readable=true
Case.IPGExceptionNotes__c,editable=true/readable=true
Case.Incoming_Email__c,editable=false/readable=false
Case.Installation__c,editable=false/readable=false
Case.Installed_Product_Status__c,editable=false/readable=false
Case.Internal_Priority__c,editable=true/readable=true
Case.IsClosedOnCreate,editable=false/readable=false
Case.IsEscalated,editable=false/readable=true
Case.IsSelfClosed,editable=false/readable=false
Case.IsSelfServiceClosed,editable=false/readable=false
Case.IsStopped,editable=false/readable=false
Case.IsVisibleInCss,editable=false/readable=false
Case.IsVisibleInSelfService,editable=false/readable=false
Case.Issue_Occurrence_Date__c,editable=true/readable=true
Case.JIRA_Comment__c,editable=false/readable=false
Case.JIRA_Issue_Key__c,editable=false/readable=false
Case.JIRA_Planned_Release_Date__c,editable=true/readable=true
Case.JIRA_Status__c,editable=true/readable=true
Case.Junk_Email__c,editable=false/readable=false
Case.Kanji_Account__c,editable=false/readable=true
Case.Kanji_Name__c,editable=false/readable=true
Case.Keywords__c,editable=true/readable=true
Case.Knowledge_Close_Class__c,editable=false/readable=false
Case.LastOwnerAssignementDate__c,editable=true/readable=true
Case.Last_Contacted__c,editable=true/readable=true
Case.Last_Modified_Date_DO_NOT_USE__c,editable=false/readable=false
Case.Last_Notification_Date__c,editable=false/readable=false
Case.Legacy_Issue_ID__c,editable=false/readable=false
Case.Location_City__c,editable=false/readable=true
Case.Location_Country_Picklist__c,editable=true/readable=true
Case.Location_Country__c,editable=false/readable=true
Case.Location_State__c,editable=false/readable=true
Case.Location_Street__c,editable=false/readable=true
Case.Location_Zip__c,editable=false/readable=true
Case.MMAV_Version__c,editable=true/readable=true
Case.Machine_Downtime__c,editable=true/readable=true
Case.Manager__c,editable=false/readable=false
Case.Mass_Case_Creation__c,editable=true/readable=true
Case.MilestoneStatus,editable=false/readable=false
Case.MilestoneStatusIcon,editable=false/readable=false
Case.No_Entitlement__c,editable=false/readable=false
Case.Notes__c,editable=false/readable=true
Case.Notify_Thread_Id_del__c,editable=false/readable=true
Case.Number_of_Articles__c,editable=false/readable=true
Case.OS__c,editable=false/readable=false
Case.Open_CCMS__c,editable=false/readable=true
Case.Open_Date_MVF__c,editable=false/readable=true
Case.Open_Item_Priority__c,editable=true/readable=true
Case.Open_Items_Description__c,editable=true/readable=true
Case.Open_Items__c,editable=true/readable=true
Case.Origin,editable=true/readable=true
Case.Original_Submit_Date__c,editable=true/readable=true
Case.Other_Knowledge__c,editable=false/readable=false
Case.Other__c,editable=true/readable=true
Case.Out_Of_Office__c,editable=false/readable=false
Case.Out_of_Criteria_DIP__c,editable=false/readable=true
Case.Out_of_Criteria_Default__c,editable=false/readable=true
Case.Out_of_Criteria_VIP__c,editable=false/readable=true
Case.Outstanding_Notes__c,editable=true/readable=true
Case.Override_Reason__c,editable=true/readable=true
Case.Overwrite_Existing_Keywords__c,editable=false/readable=false
Case.PHY_Architecture__c,editable=true/readable=true
Case.PHY_Structure__c,editable=true/readable=true
Case.ParentId,editable=false/readable=true
Case.Parent_Account__c,editable=true/readable=true
Case.Parent_Case_Number__c,editable=false/readable=true
Case.Parent_Case_Owner__c,editable=false/readable=true
Case.Patch_Level_del__c,editable=false/readable=false
Case.Percentage_Of_Machine_Down__c,editable=true/readable=true
Case.Phone_Extension__c,editable=false/readable=true
Case.Platform__c,editable=true/readable=true
Case.PotentialLiability__c,editable=true/readable=true
Case.Power_Distribution_Unit__c,editable=true/readable=true
Case.Pre_Sales_Category__c,editable=false/readable=false
Case.Pre_Sales__c,editable=false/readable=false
Case.Preview__c,editable=false/readable=true
Case.Previous_Owner__c,editable=true/readable=true
Case.Priority,editable=true/readable=true
Case.Private_Attachments_ID__c,editable=false/readable=false
Case.ProductId,editable=true/readable=true
Case.Product_Class_Name__c,editable=true/readable=true
Case.Product_Feature2__c,editable=true/readable=true
Case.Product_Feature_Level_1_name__c,editable=false/readable=false
Case.Product_Feature_Level_2_name__c,editable=false/readable=false
Case.Product_Feature_Lvl_1__c,editable=true/readable=true
Case.Product_Feature_Lvl_2__c,editable=true/readable=true
Case.Product_Feature_Name__c,editable=true/readable=true
Case.Product_Feature_Queue__c,editable=true/readable=true
Case.Product_Feature_Version__c,editable=true/readable=true
Case.Product_Feature__c,editable=true/readable=true
Case.Product_Manual__c,editable=false/readable=false
Case.Product_Type__c,editable=true/readable=true
Case.Product__c,editable=true/readable=true
Case.Project__c,editable=true/readable=true
Case.RAK_Training__c,editable=false/readable=false
Case.Reason,editable=true/readable=true
Case.Reassign_Click_count__c,editable=false/readable=false
Case.Reassigned_Clicked_by__c,editable=false/readable=false
Case.Region_While_Active__c,editable=false/readable=false
Case.Region__c,editable=false/readable=true
Case.Related_Account__c,editable=false/readable=false
Case.Release_Date__c,editable=false/readable=true
Case.Reopen_Counter__c,editable=true/readable=true
Case.Rep_Request_Type__c,editable=false/readable=true
Case.Requestor_Urgency__c,editable=false/readable=true
Case.Resolution_Code__c,editable=true/readable=true
Case.Resolution_Summary__c,editable=true/readable=true
Case.Resoultion_Code__c,editable=true/readable=true
Case.Row_Id_Transition__c,editable=false/readable=false
Case.Row_Id__c,editable=false/readable=false
Case.SR_Number_Transition__c,editable=false/readable=false
Case.SR_Number__c,editable=false/readable=false
Case.SR_Type__c,editable=true/readable=true
Case.SSG_Closed_DateTime__c,editable=true/readable=true
Case.SSG_Closed__c,editable=false/readable=false
Case.SVMXC__Actual_Initial_Response__c,editable=true/readable=true
Case.SVMXC__Actual_Onsite_Response__c,editable=true/readable=true
Case.SVMXC__Actual_Resolution__c,editable=true/readable=true
Case.SVMXC__Actual_Restoration__c,editable=true/readable=true
Case.SVMXC__Auto_Entitlement_Status__c,editable=true/readable=true
Case.SVMXC__BW_Date__c,editable=true/readable=true
Case.SVMXC__BW_Selected_By__c,editable=true/readable=true
Case.SVMXC__BW_Selected_On__c,editable=true/readable=true
Case.SVMXC__BW_Slots_Before__c,editable=true/readable=true
Case.SVMXC__BW_Territory__c,editable=true/readable=true
Case.SVMXC__BW_Time_Zone__c,editable=true/readable=true
Case.SVMXC__Billing_Type__c,editable=true/readable=true
Case.SVMXC__Booking_Window__c,editable=true/readable=true
Case.SVMXC__Clock_Paused_Forever__c,editable=true/readable=true
Case.SVMXC__Component_City__c,editable=true/readable=true
Case.SVMXC__Component_Country__c,editable=true/readable=true
Case.SVMXC__Component_State__c,editable=true/readable=true
Case.SVMXC__Component_Street__c,editable=true/readable=true
Case.SVMXC__Component_Zip__c,editable=true/readable=true
Case.SVMXC__Component__c,editable=true/readable=true
Case.SVMXC__Entitlement_Notes__c,editable=true/readable=true
Case.SVMXC__Entitlement_Type__c,editable=true/readable=true
Case.SVMXC__Initial_Response_Customer_By__c,editable=true/readable=true
Case.SVMXC__Initial_Response_Internal_By__c,editable=true/readable=true
Case.SVMXC__Is_Entitlement_Performed__c,editable=true/readable=true
Case.SVMXC__Is_Invoice_Created__c,editable=false/readable=false
Case.SVMXC__Is_PM_Case__c,editable=true/readable=true
Case.SVMXC__Is_SLA_Calculated__c,editable=true/readable=true
Case.SVMXC__Is_Service_Covered__c,editable=true/readable=true
Case.SVMXC__Onsite_Response_Customer_By__c,editable=true/readable=true
Case.SVMXC__Onsite_Response_Internal_By__c,editable=true/readable=true
Case.SVMXC__PM_Plan__c,editable=true/readable=true
Case.SVMXC__Perform_Auto_Entitlement__c,editable=true/readable=true
Case.SVMXC__Preferred_End_Time__c,editable=true/readable=true
Case.SVMXC__Preferred_Start_Time__c,editable=true/readable=true
Case.SVMXC__Product__c,editable=true/readable=true
Case.SVMXC__Proforma_Invoice_Amount__c,editable=false/readable=false
Case.SVMXC__Proforma_Invoice__c,editable=false/readable=false
Case.SVMXC__Resolution_Customer_By__c,editable=true/readable=true
Case.SVMXC__Resolution_Internal_By__c,editable=true/readable=true
Case.SVMXC__Restoration_Customer_By__c,editable=true/readable=true
Case.SVMXC__Restoration_Internal_By__c,editable=true/readable=true
Case.SVMXC__SContract_Business_Hour__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Extension_Minutes__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Pause_Days__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Pause_Hours__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Pause_Minutes__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Pause_Reason__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Pause_Restart_Time__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Pause_Time__c,editable=true/readable=true
Case.SVMXC__SLA_Clock_Paused__c,editable=true/readable=true
Case.SVMXC__SLA_Terms__c,editable=true/readable=true
Case.SVMXC__Scheduled_Date__c,editable=true/readable=true
Case.SVMXC__Service_Contract__c,editable=true/readable=true
Case.SVMXC__Site__c,editable=true/readable=true
Case.SVMXC__Time_to_Initial_Response__c,editable=false/readable=false
Case.SVMXC__Time_to_Onsite_Response__c,editable=false/readable=false
Case.SVMXC__Time_to_Resolve__c,editable=false/readable=false
Case.SVMXC__Time_to_Restore__c,editable=false/readable=false
Case.SVMXC__Top_Level__c,editable=true/readable=true
Case.SVMXC__Warranty__c,editable=true/readable=true
Case.Send_FSR_Email__c,editable=true/readable=true
Case.Send_Survey_To_All_Contacts__c,editable=false/readable=false
Case.Send_Surveys__c,editable=false/readable=false
Case.Session_Id__c,editable=false/readable=false
Case.Shipment_Date__c,editable=true/readable=true
Case.Shipment_Status__c,editable=true/readable=true
Case.SlaExitDate,editable=false/readable=false
Case.SlaStartDate,editable=false/readable=false
Case.SourceId,editable=false/readable=false
Case.Special_Instructions__c,editable=true/readable=true
Case.State__c,editable=true/readable=true
Case.StopStartDate,editable=false/readable=false
Case.Sub_Class__c,editable=true/readable=true
Case.Subject,editable=true/readable=true
Case.SuppliedCompany,editable=false/readable=true
Case.SuppliedEmail,editable=false/readable=false
Case.SuppliedName,editable=false/readable=true
Case.SuppliedPhone,editable=false/readable=true
Case.Support_Center__c,editable=true/readable=true
Case.Support_Level__c,editable=true/readable=true
Case.Survey_Latest_Response_Date__c,editable=false/readable=false
Case.Survey_RNG__c,editable=false/readable=false
Case.System_Level_del__c,editable=false/readable=false
Case.System_Restored_Date_Time__c,editable=true/readable=true
Case.TIP_Hardware_Version__c,editable=false/readable=false
Case.TIP_Project__c,editable=false/readable=false
Case.TIP_Software_Version__c,editable=false/readable=false
Case.TIP_Xplorer_Version__c,editable=false/readable=false
Case.TarBalls__c,editable=false/readable=false
Case.Technology_Geometry__c,editable=true/readable=true
Case.Technology_Process__c,editable=true/readable=true
Case.Tentative_Ship_Date__c,editable=true/readable=true
Case.Test_Delete_Verfied__c,editable=true/readable=true
Case.Thread_External_Id__c,editable=false/readable=true
Case.Thread_Id__c,editable=false/readable=false
Case.Time_in_Status__c,editable=true/readable=true
Case.Title__c,editable=false/readable=true
Case.To_Email_Address__c,editable=false/readable=false
Case.Track_Solutions__c,editable=false/readable=false
Case.Trigger_Bypass__c,editable=false/readable=false
Case.Type,editable=true/readable=true
Case.User_1__c,editable=true/readable=true
Case.User_2__c,editable=true/readable=true
Case.User_3__c,editable=true/readable=true
Case.Video__c,editable=false/readable=false
Case.Wait_Cust_Date__c,editable=true/readable=true
Case.extCustomer_Classification__c,editable=true/readable=true
Case.extCustomer_Component__c,editable=true/readable=true
Case.extCustomer_FixOrder__c,editable=true/readable=true
Case.extCustomer_Milestone__c,editable=true/readable=true
Case.extCustomer_Originated__c,editable=true/readable=true
Case.extCustomer_Project_Name__c,editable=true/readable=true
Case.extCustomer_ReasonForClone__c,editable=true/readable=true
Case.extCustomer_Reproducible__c,editable=true/readable=true
Case.extCustomer_SubState__c,editable=true/readable=true
Case.extCustomer_Version__c,editable=true/readable=true
Case.isAutoCompleted__c,editable=true/readable=true
Case.isCommunityUser__c,editable=false/readable=false
Case.isEmailToCase__c,editable=true/readable=true
Case.isEscalate__c,editable=false/readable=true
Case.isFollowCase__c,editable=true/readable=true
Case.isLicenseDelayAvoid__c,editable=false/readable=false
Case.isMigrated_Record__c,editable=true/readable=true
Case.isNotificationEmailSent__c,editable=true/readable=true
Case.isTest__c,editable=false/readable=false
Case.list_of_possible_solution__c,editable=true/readable=true
Case.pkbgeolocalization__c,editable=false/readable=false
Case_Article_Junction__c.Row_Id__c,editable=true/readable=true
Case_Group_User__c.Case_Group__c,editable=false/readable=false
Case_Group_User__c.User__c,editable=false/readable=false
Case_Group_Users__c.Case_Group_Contact__c,editable=false/readable=false
Case_Group_Users__c.Role__c,editable=false/readable=false
Case_Group_Users__c.Status__c,editable=false/readable=false
Case_Group_Users__c.user__c,editable=false/readable=false
Case_History__c.Case_History__c,editable=true/readable=true
Case_History__c.Case_Modifying_User__c,editable=true/readable=true
Case_History__c.Case_Owner__c,editable=true/readable=true
Case_History__c.Last_Modified_Time__c,editable=true/readable=true
Case_History__c.Modifying_User_Role__c,editable=true/readable=true
Case_History__c.New_Value__c,editable=true/readable=true
Case_History__c.Old_Value__c,editable=true/readable=true
Case_History__c.Time_in_Status_Formula__c,editable=false/readable=true
Case_History__c.Time_in_Status__c,editable=true/readable=true
Case_Subscription__c.Account__c,editable=true/readable=true
Case_Subscription__c.All_Customer_Communication__c,editable=true/readable=true
Case_Subscription__c.Case_CC_Emails__c,editable=true/readable=true
Case_Subscription__c.Case_Sub_CC_Emails__c,editable=true/readable=true
Case_Subscription__c.Case__c,editable=true/readable=true
Case_Subscription__c.Contact__c,editable=true/readable=true
Case_Subscription__c.Follow_on_Chatter__c,editable=true/readable=true
Case_Subscription__c.Notify_on_First_Email_Only__c,editable=true/readable=true
Case_Subscription__c.Notify_on_New_Case_Creation__c,editable=true/readable=true
Case_Subscription__c.Parent_Account__c,editable=true/readable=true
Case_Subscription__c.Product1__c,editable=true/readable=true
Case_Subscription__c.Product_Feature_Level_1__c,editable=true/readable=true
Case_Subscription__c.Product_Feature_Level_2__c,editable=true/readable=true
Case_Subscription__c.Product_Feature__c,editable=true/readable=true
Case_Subscription__c.Product__c,editable=true/readable=true
Case_Subscription__c.QueueEmail__c,editable=false/readable=false
Case_Subscription__c.Queue_Name__c,editable=false/readable=false
Case_Subscription__c.Queue__c,editable=false/readable=false
Case_Subscription__c.Region1__c,editable=true/readable=true
Case_Subscription__c.Subscription_Comments__c,editable=true/readable=true
Case_Subscription__c.User__c,editable=true/readable=true
Case_Subscription__c.User_s_Cases_to_Follow__c,editable=true/readable=true
Case_To_Project_Junc__c.Case__c,editable=false/readable=false
Case_To_Project_Junc__c.Project__c,editable=false/readable=false
Case_assignment_rule__c.Category__c,editable=false/readable=false
Case_assignment_rule__c.FieldName__c,editable=false/readable=false
Case_assignment_rule__c.Order__c,editable=false/readable=false
Case_assignment_rule__c.Sub_Category__c,editable=false/readable=false
Case_assignment_rule__c.User_Queue_Id__c,editable=false/readable=false
Case_assignment_rule__c.User_Queue_Name__c,editable=false/readable=false
Company_Code__c.Code__c,editable=true/readable=true
Company_Code__c.Description__c,editable=true/readable=true
Contact.AD_Invite__c,editable=false/readable=false
Contact.AE_Business_Unit__c,editable=true/readable=true
Contact.AE__c,editable=false/readable=false
Contact.AM_Invite__c,editable=false/readable=false
Contact.Accomplishments__c,editable=false/readable=false
Contact.AccountId,editable=true/readable=true
Contact.Account_Admin__c,editable=false/readable=false
Contact.Account_CDN__c,editable=false/readable=false
Contact.Account_City__c,editable=false/readable=false
Contact.Account_Country__c,editable=false/readable=false
Contact.Account_Division_Kanji__c,editable=false/readable=false
Contact.Account_Division__c,editable=false/readable=false
Contact.Account_Kanji_CDN__c,editable=false/readable=false
Contact.Account_Location__c,editable=false/readable=false
Contact.Account_Postal_Code__c,editable=false/readable=false
Contact.Account_Review__c,editable=false/readable=false
Contact.Account_State__c,editable=false/readable=false
Contact.Account_Status__c,editable=false/readable=false
Contact.Account_Street_Address__c,editable=false/readable=false
Contact.Account_Survey_Type__c,editable=false/readable=false
Contact.Account_Type__c,editable=false/readable=false
Contact.Account_Validation_Email_Identifier__c,editable=false/readable=false
Contact.Active_Status__c,editable=true/readable=true
Contact.Active_User_Flag__c,editable=false/readable=false
Contact.Add_To_Group__c,editable=false/readable=false
Contact.Additional_Cutomer_Name__c,editable=false/readable=false
Contact.Address_3__c,editable=true/readable=true
Contact.Address_4__c,editable=true/readable=true
Contact.Admin_Change_Password_Date__c,editable=false/readable=false
Contact.Advanced_Support_Flag__c,editable=false/readable=false
Contact.Advanced_Support_Group__c,editable=false/readable=false
Contact.Agenda__c,editable=false/readable=false
Contact.Agreed_to_Community_Guidelines__c,editable=false/readable=false
Contact.Alias__c,editable=false/readable=false
Contact.Alignment__c,editable=false/readable=false
Contact.Alternate_Email_Address__c,editable=false/readable=false
Contact.Alternate_Phone__c,editable=false/readable=false
Contact.Apex_Context2__c,editable=true/readable=true
Contact.App_Code__c,editable=false/readable=false
Contact.Application_Name__c,editable=false/readable=false
Contact.Approval_Authority__c,editable=false/readable=false
Contact.Ask_later_tech_preferences__c,editable=false/readable=false
Contact.Assignment_Excluded__c,editable=false/readable=false
Contact.AssistantName,editable=true/readable=true
Contact.AssistantPhone,editable=true/readable=true
Contact.Assistant_Email__c,editable=false/readable=false
Contact.Asst_Email_Address__c,editable=true/readable=true
Contact.BMCServiceDesk__FKUrgency__c,editable=false/readable=false
Contact.BMCServiceDesk__Languages__c,editable=false/readable=false
Contact.BMCServiceDesk__Level__c,editable=false/readable=false
Contact.BU_Platform__c,editable=false/readable=false
Contact.BU_Technology__c,editable=false/readable=false
Contact.Batch_Operation_Result__c,editable=false/readable=false
Contact.Birthdate,editable=false/readable=false
Contact.Building__c,editable=false/readable=false
Contact.Bulk_Load_Id__c,editable=false/readable=false
Contact.Business_Function__c,editable=false/readable=false
Contact.Business_Results__c,editable=false/readable=false
Contact.CDOTCOM_Admin_Approval_Date__c,editable=false/readable=false
Contact.CDOTCOM_Approved_By__c,editable=false/readable=false
Contact.COS_Acceptance_Date__c,editable=false/readable=false
Contact.COS_Admin_Approval_Date__c,editable=false/readable=false
Contact.COS_Approved_By__c,editable=false/readable=false
Contact.COS_Case_Group_Admin__c,editable=false/readable=true
Contact.COS_Entitlement__c,editable=false/readable=false
Contact.COS_HostId_Users__c,editable=false/readable=false
Contact.COS_LOS_Admins__c,editable=false/readable=false
Contact.COS_LOS_Users__c,editable=false/readable=false
Contact.COS_Login_Count__c,editable=false/readable=false
Contact.COS_Registration_Date__c,editable=false/readable=true
Contact.COS_Univ_Users__c,editable=false/readable=false
Contact.CSN__c,editable=false/readable=false
Contact.CSSO_UUID__c,editable=false/readable=false
Contact.Cadence_Registration_Date__c,editable=false/readable=false
Contact.Cadence_com_Registered__c,editable=false/readable=false
Contact.Call__c,editable=false/readable=false
Contact.CanAllowPortalSelfReg,editable=false/readable=false
Contact.Case_Assignment__c,editable=false/readable=false
